Date,us_Trade Weighted Dollar Index,kr_fx,jp_fx,us_ret,kr_ret,jp_ret,kr_us_spread,jp_us_spread,kr_jp_spread,corr_us_kr,corr_us_jp,corr_kr_jp,us_ret_lag1,kr_ret_lag1,jp_ret_lag1,US_Interest_Rate,KR_Interest_Rate,JP_Interest_Rate,US_GDP,KR_GDP,JP_GDP,US_CPI,KR_CPI,JP_CPI,US_Employment,KR_Employment,JP_Employment,US_Unemployment,KR_Unemployment,JP_Unemployment,US_Trade_Balance,KR_Trade_Balance,JP_Trade_Balance
15.May,104.83894791907376,1074.3015447363973,119.23993421771445,0.015722690076477433,0.009603758,0.011765639104752822,-0.006118932,-0.003957051,-0.002161881,0.7648666906192239,0.6397369803042996,0.7138017595056719,0.017762196330067884,0.009541519,0.011073645433216945,0.097826058,1.9277965952632563,0.067875551,4594734.624,431466737.31923056,137113365.6591586,-0.038353083,-0.087519863,0.038171482,141767.41412720148,26259126.031744614,64053227.01853289,5.090227912992974,3.785725944007845,3.3174491020381045,-42520.41036,23876229805131.79,-9.8684E+11
15.Jun,106.36811573839218,1086.7888389416046,121.02518355218139,0.015258006017993502,0.011601927347325057,0.014342563,-0.003656079,-0.000915443,-0.002740635,0.7274744149805782,0.6151027848822075,0.803332325,0.015722690076477433,0.009603758,0.011765639104752822,0.10859265858750457,1.8284431094480096,0.068262516,4609377.780227288,433834106.5973681,137630477.4449187,0.012080522,-0.057982471,-0.027774155,142026.36131334904,26283505.731012464,64041430.189249545,5.033333029622285,3.796122461870291,3.3062275898788807,-43047.42432,25480936699994.805,-5.9807E+11
15.Jul,107.99149130362699,1102.8223385580432,122.64774032563619,0.016011172520601243,0.014728578825694942,0.013193023800310451,-0.001282594,-0.002818149,0.001535555,0.6853819414396929,0.5736075058585777,0.8596186994590537,0.015258006017993502,0.011601927347325057,0.014342563,0.11892481946182193,1.719571678930847,0.068662908,4625333.532314895,436662047.7497709,138140955.2287552,0.022949350285979612,-0.008233345,-0.092292004,142286.5529414814,26323194.188423153,64044836.03721706,4.977127643699995,3.7939246540903837,3.297942401239213,-43232.01415,26821343904371.676,-2.96437E+11
15.Aug,109.69740857322951,1123.1288180560964,124.12467111697642,0.016603094636908705,0.018367164283278718,0.012163237100995724,0.00176407,-0.004439858,0.006203927,0.640946986,0.5216561427003256,0.8849579679313626,0.016011172520601243,0.014728578825694942,0.013193023800310451,0.1298560196648529,1.6157002410974757,0.070363375,4638945.898224294,439251995.3544402,138585778.07734543,0.012964815421135135,0.036954869,-0.114589308,142529.27881855608,26363153.874440078,64048156.12,4.920228967058935,3.7871278874657555,3.2925484594263357,-43813.83457,27945268171179.707,-47210443333
15.Sep,111.35480085867488,1143.8195850626614,125.04383774567334,0.01596792,0.018623159217498186,0.007730723,0.002655239,-0.008237197,0.010892436178102436,0.5968540545085314,0.46635425725510327,0.9013787000590913,0.016603094636908705,0.018367164283278718,0.012163237100995724,0.1399984192576352,1.517144939814517,0.070882893,4650040.845596026,441550050.3380094,138958166.79875624,-0.00249121,0.028803616110672864,-0.128219203,142755.1037433666,26402158.87562211,64051299.40954199,4.861413289070213,3.7763959608796176,3.2899184580119556,-44015.88791,28840640066171.547,147374656392.44992
15.Oct,112.70814788981546,1158.9140878166902,125.69932020313037,0.013009015933712786,0.013738903,0.005690152,0.000729887,-0.007318864,0.00804875,0.5722295501336387,0.4139787396106841,0.9040932789393717,0.01596792,0.018623159217498186,0.007730723,0.14652662631341024,1.4273308204654185,0.072623973,4659626.381862702,443930497.3130814,139253110.89406332,-0.006606897,0.046543379593584185,-0.146639531,142983.4630633951,26425801.71041727,64073689.28849934,4.812636780208256,3.749444348125705,3.276854902998655,-44026.64929,29842752369679.06,416080986453.37756
15.Nov,114.07446378114754,1172.6698176608154,126.44136668474778,0.012912261,0.012495526,0.006516993,-0.000416735,-0.006395268,0.005978533,0.5476036644108008,0.3589502883750063,0.8673516683788461,0.013009015933712786,0.013738903,0.005690152,0.15160621387420545,1.3493781884372675,0.074412225,4666728.102046831,445995193.6712538,139470339.00301775,-0.033055809,0.036477865,-0.210818641,143206.62255951887,26445165.31,64097729.400905974,4.787358818826247,3.7187035662034127,3.264793056396725,-43886.86504,30649868671745.445,644099433914.6111
15.Dec,115.37489516991198,1187.0640799907035,126.91279339766103,0.012091274,0.012939658201892726,0.004380738,0.000848385,-0.007710536,0.00855892,0.5266188557300928,0.28706161001299724,0.811131261,0.012912261,0.012495526,0.006516993,0.17082965626269495,1.2821394739588134,0.074889286,4671381.336151141,447713773.5834713,139611105.8809862,-0.079179155,0.084222567,-0.222255281,143430.4774292447,26460096.691110607,64122533.520044774,4.7609878890176525,3.685474755487247,3.253994602763086,-43729.74327,31257275083452.832,8.28658E+11
16.Jan,116.7859385647026,1203.4000936878817,126.71708808035312,0.012807078962208946,0.014430349443253505,-0.001091035,0.00162327,-0.013898114,0.015521384773423588,0.5386288088124923,0.19822599798888046,0.7097003149335366,0.012091274,0.012939658201892726,0.004380738,0.20320586472445468,1.2288604467094406,0.075171962,4676642.205760486,450380887.2969629,139902473.64472827,-0.062655791,0.11685812064647437,-0.264880599,143638.63248912062,26390671.032998472,64172848.22166835,4.7184244155193875,3.6770035831780805,3.2403151564099186,-43381.86138,32101250601485.895,1045069636331.8191
16.Feb,117.8854804630731,1220.0890032047057,125.87094006936542,0.009839974,0.014544814497105178,-0.006550015,0.004704841,-0.016389989,0.021094829898825166,0.5460723345588597,0.132934266,0.5925805214318677,0.012807078962208946,0.014430349443253505,-0.001091035,0.24164827639830477,1.1887435087837217,0.070071211,4680022.221236083,452812748.0201965,140148611.17275426,-0.051736091,0.1813763757118224,-0.252296966,143838.72306833533,26308883.81,64224946.00647952,4.695564556905368,3.6710684206044886,3.2277932,-43392.69184,32798565049671.07,1224807539689.447
16.Mar,118.45647575771434,1231.238651673706,124.52312195239551,0.004958989,0.009765387,-0.010818239,0.004806397,-0.015777228,0.020583626,0.5684290204304646,0.075652978,0.4785888875331808,0.009839974,0.014544814497105178,-0.006550015,0.2777969986128207,1.1616759593870631,0.059988399,4681608.067527037,454959925.2305008,140346657.36279503,0.007391723,0.15758251399928097,-0.230402788,144039.0028975785,26218424.794454586,64277085.632615186,4.694123747445589,3.6675937216701215,3.2166886432306434,-42554.18849,3.3343E+13,1366147156520.629
16.Apr,118.52956025016003,1234.6914757455954,122.56282749155075,0.000330909,0.003062812,-0.016182104,0.002731903,-0.016513013,0.019244916,0.5983865108846758,0.04184191,0.38501262475789155,0.004958989,0.009765387,-0.010818239,0.31409693864750043,1.1471648861484585,0.044734216741392545,4687569.072163085,457689516.9628597,140404570.96294785,0.078958003,0.18180156303801523,-0.187785944,144233.0347,26227489.836893238,64345465.82715883,4.715003307,3.644779680979087,3.198534883,-41789.04983,33567656295190.05,1576196696973.0737
16.May,118.48600448585637,1238.303573137928,120.30324272804393,-0.000832492,0.003114858,-0.018811383,0.00394735,-0.017978891,0.021926241,0.6347945693480332,0.029568830171911795,0.2969405141587966,0.000330909,0.003062812,-0.016182104,0.3484439765192872,1.1443899736492607,0.025593425888053127,4692644.669170636,460166744.01309687,140404557.8,0.14618691528127217,0.18702266028173561,-0.150797206,144402.17220071328,26245381.579981226,64412744.127433345,4.706344810469715,3.621904653927784,3.1812414520060446,-41116.11353,33625371780612.555,1759084782471.0818
16.Jun,118.2809221634074,1239.4193535968893,117.46823330504647,-0.002381219,0.000886213,-0.024115891,0.003267432,-0.021734673,0.025002104856811688,0.6740327901130195,0.028993171444240406,0.20762405201405099,-0.000832492,0.003114858,-0.018811383,0.3813029913083167,1.1249608531905049,0.006348911,4696771.131402313,462342526.03791744,140352411.01459533,0.20453932881362305,0.17756396799263188,-0.135983426,144571.3108240608,26270680.60136098,64477012.373857416,4.714361819720789,3.5996609899637773,3.165241120693944,-40797.25746,33531077664074.434,1912040915945.1565
16.Jul,118.01400940830109,1234.9226754020478,114.35973284319738,-0.003014999,-0.00402669,-0.026725669,-0.001011691,-0.02371067,0.022698979,0.7016078210993316,0.033336143,0.11881100055382968,-0.002381219,0.000886213,-0.024115891,0.41213701487919374,1.1056258191819095,-0.011251619,4705800.037468752,464163352.07911843,140271538.55551594,0.19704632112833015,0.14123522589265955,-0.134571521,144759.39626035176,26323623.202561926,64582576.42442335,4.714146273455133,3.6176528626972577,3.1335425888922352,-40305.49928,32462444729267.89,1978116778593.4692
16.Aug,117.47262964645638,1223.937384764629,110.89916699923727,-0.005520525,-0.009781191,-0.030243678,-0.004260666,-0.024723153,0.020462487,0.7260014476058818,0.041962084,0.031847863,-0.003014999,-0.00402669,-0.026725669,0.4405235256466073,1.0919555139987165,-0.028044548,4714446.845804486,465624232.9538258,140154446.68567902,0.21250522457771662,0.1566463012259047,-0.109263661,144939.95126520307,26383136.74756592,64686806.78,4.729527893612388,3.6413169622764725,3.102006632603931,-39879.63193,31195395846063.965,2006597221619.1465
16.Sep,116.91856597140244,1210.1382016480134,107.58352100469605,-0.005661129,-0.012283993,-0.029005667,-0.006622864,-0.023344537,0.016721673455250583,0.7466872400418937,0.065625702,-0.042147178,-0.005520525,-0.009781191,-0.030243678,0.46485567956788126,1.0850935739138812,-0.044776847,4722490.361932511,466717336.7524476,140008270.10225543,0.24211508094483297,0.21749087998904815,-0.057208677,145133.76223161316,26446778.73564254,64786709.891382985,4.761485514945545,3.669376143029472,3.071563072966339,-39095.88236,29787784075798.516,2000387373693.6816
16.Oct,116.43237268471184,1196.952190793619,104.67378792946806,-0.005069853,-0.011718735,-0.025318584,-0.006648883,-0.020248731,0.013599848479439026,0.7638111790391456,0.10834862051152243,-0.078605837,-0.005661129,-0.012283993,-0.029005667,0.48480894770999144,1.0822650206201128,-0.058102612,4736143.66,468324395.06863385,139859477.57410654,0.2536714992468927,0.22396927447620582,0.049357069042187444,145316.05923443384,26499102.26284222,64893154.297406174,4.784402808697021,3.665878121416287,3.0386869771035165,-38529.38128,28428813860285.652,1949106719349.953
16.Nov,116.24833254614893,1187.6614153008554,102.52424229587884,-0.002429409,-0.008317893,-0.018379813,-0.005888484,-0.015950404,0.010061920016549635,0.7863077529326843,0.16730429559205995,-0.074957882,-0.005069853,-0.011718735,-0.025318584,0.5015226206065908,1.084151372037118,-0.071022721,4749517.661693591,469670610.7011425,139698044.47154936,0.22377713074133965,0.19022175128036156,0.083785528,145487.83475993943,26549765.469436664,64991959.533904865,4.782496288812439,3.660753558321932,3.0079378815138704,-38714.62886,27052144150515.504,1869597558860.0984
16.Dec,116.31212044505786,1181.2022748983427,101.81841451677217,-0.000276851,-0.005898132,-0.005555018,-0.005621281,-0.005278166,-0.000343114,0.8074358411910454,0.23064546320937432,-0.055513185,-0.002429409,-0.008317893,-0.018379813,0.5307192475953325,1.0889245471513094,-0.081340138,4762239.077736231,470741681.4493659,139530077.8451014,0.20995988516410172,0.1830553278656909,0.086257576,145662.5376900963,26597414.49128857,65080925.36073654,4.778305532251941,3.6543188447873547,2.980025559037773,-38657.19283,25700844987206.906,1767068017653.4265
17.Jan,116.40183994072416,1175.787980289131,101.45616708007299,1.3790517245326176e-06,-0.004994891,-0.002549401,-0.00499627,-0.00255078,-0.00244549,0.8213723962424115,0.3189467634459578,-0.005554816,-0.000276851,-0.005898132,-0.005555018,0.5715746344573401,1.099752668339542,-0.089635609,4780189.429842519,472793183.67928606,139471529.54594517,0.2637195675896645,0.29838088695651654,0.079894691,145840.73419653455,26573563.076216627,65158366.74406295,4.772184685379935,3.659898037262615,2.942503702038152,-39010.46461,24512123890612.96,1644585400037.819
17.Feb,116.30760428860209,1165.9710757321664,101.31076463164155,-0.001498493,-0.008754377,-0.000686628,-0.007255884,0.000811865,-0.008067749,0.8462719927173841,0.40705228026760326,0.067658303,1.3790517245326176e-06,-0.004994891,-0.002549401,0.6119972435994268,1.112405397358765,-0.094852464,4797539.693842903,474696149.17583555,139428399.19032624,0.28680969474498114,0.3224484635295642,0.078771254,146023.32902643294,26537890.81036538,65223112.88673483,4.751510382633732,3.6661223693724705,2.9074589196773486,-38974.54527,23429072686960.02,1509596892182.6377
17.Mar,116.15677807303416,1155.1848293589335,101.52531251410402,-0.001900585,-0.009583665,0.002418357,-0.00768308,0.004318942,-0.012002022,0.8710989516253176,0.49598825079695097,0.15033456882716428,-0.001498493,-0.008754377,-0.000686628,0.6667176745193218,1.1273206915553031,-0.09836206,4813829.370627961,476408342.6474551,139400438.89455944,0.2780955183424167,0.2981978285394201,0.098397023,146198.13450254855,26492649.946788292,65274490.92853747,4.702358198683138,3.6727405971901663,2.8756948479623055,-39140.60151,22473615923063.58,1367402738347.4954
17.Apr,115.8908251,1144.5995627422556,101.67925168289713,-0.002804266,-0.00938595,0.001749296,-0.006581684,0.004553562,-0.011135246,0.8844494801713768,0.5817337554210347,0.23261428679024565,-0.001900585,-0.009583665,0.002418357,0.7339645321116478,1.1438248355855283,-0.101389835,4833829.002615675,478398170.49248904,139464557.7115325,0.2923378940298362,0.25789332219210787,0.15510830504851572,146375.2353959761,26546577.771165267,65357363.43830373,4.649050487167109,3.6751857843103877,2.8435073379798967,-39752.94408,22554496557864.875,1201386447745.4424
17.May,115.55144574014511,1133.748235904978,102.3546773,-0.003344198,-0.009604333,0.006309473,-0.006260135,0.00965367,-0.015913806,0.892930518,0.658598221,0.32436173222121045,-0.002804266,-0.00938595,0.001749296,0.8007677679813918,1.161263820145165,-0.102563137,4852603.625326148,480193024.43824494,139549941.66546232,0.27784089532761863,0.2403634668137636,0.17449520932022095,146555.36913818165,26606275.579969585,65431427.793944255,4.593602032,3.6771318791892753,2.815234358856332,-40406.81407,22878855432450.09,1035528322771.2314
17.Jun,115.01238991092256,1124.3467946742787,103.08395133511847,-0.005000405,-0.008304124,0.006674757,-0.003303719,0.011675161513496811,-0.014978881,0.8838589574800011,0.7366775207359442,0.4206698549723341,-0.003344198,-0.009604333,0.006309473,0.8810676472247196,1.1803209916444835,-0.102522215,4869712.501005789,481758556.2562779,139651902.72403526,0.2596993696357943,0.17898969296884085,0.163708567,146738.61843202118,26669375.440494385,65495342.88,4.524890361740544,3.678570408204596,2.7913326468794337,-40919.86264,23412613956603.285,874788290611.3046
17.Jul,114.2387159672946,1116.623093726421,104.16836748397994,-0.006995027,-0.006806316,0.009746793,0.000188711,0.016741819519791635,-0.016553108,0.8746683288891288,0.8052385303865773,0.5134960863679606,-0.005000405,-0.008304124,0.006674757,0.9724055091269731,1.1992628162445351,-0.100829719,4893062.3780872915,484926729.20481926,140034229.59502983,0.21754101542407858,0.16120560571934514,0.13308933168702977,146923.44424351613,26743931.051751874,65592406.17142866,4.456303147485915,3.688166972072247,2.763411126693842,-41597.13048,24245677309643.062,745039712949.0312
17.Aug,113.29695493901058,1109.7357700615564,105.06881348843585,-0.008420192,-0.006053542,0.007987074,0.00236665,0.016407266,-0.014040616,0.8621574927020325,0.8650969760258904,0.5929726230681325,-0.006995027,-0.006806316,0.009746793,1.061237419565192,1.2162325738972457,-0.09725158,4914979.860118026,488014543.98236185,140450873.39107406,0.21889426617081204,0.1983527590232187,0.1475393400581116,147104.35414655608,26818647.17033106,65682390.94838943,4.402885560232172,3.698157870390965,2.739379424725995,-41954.18761,25225540108089.57,630489001664.5144
17.Sep,112.21091736538463,1104.2728056613314,106.12970646479312,-0.009655062,-0.004783763,0.009347044,0.004871298,0.019002106,-0.014130808,0.8518367287743838,0.9156401974870859,0.665196247,-0.008420192,-0.006053542,0.007987074,1.1428490163726333,1.234518378567768,-0.093753709,4934950.662142146,490937401.9626794,140885903.10578167,0.25244036385774776,0.1836236142260083,0.1621181673903419,147273.0524348954,26891266.261942394,65763305.51920245,4.3417231648968375,3.7082039427660827,2.719569510213152,-42284.90341,26308126523448.74,533052891458.5138
17.Oct,111.39733202815977,1100.173053531289,107.51266983057086,-0.007107398,-0.00357047,0.012153888153709528,0.003536929,0.019261286,-0.015724358,0.8246061649173687,0.9525030379501057,0.7265736199779241,-0.009655062,-0.004783763,0.009347044,1.2165139830081513,1.2501400514142051,-0.086803013,4963766.344099591,493026698.0860848,141319593.25584507,0.21389264086025753,0.1406446754817387,0.1503755669676389,147435.4893213539,26944873.356534325,65834063.667358086,4.272425314148132,3.7049982896207054,2.691153501845199,-42724.94052,26127352901568.527,428623295529.35785
17.Nov,110.68552026381258,1093.976285008312,108.92560587885372,-0.006132316,-0.005453811,0.012362112584393146,0.000678506,0.018494429,-0.017815923,0.7508297262111207,0.9718540326628662,0.7647719189995792,-0.007107398,-0.00357047,0.012153888153709528,1.2821170334898728,1.266495355433572,-0.080483296,4991065.627538303,494762659.65456706,141742787.09322676,0.17941491093670855,0.010665290347443908,0.18729595957817707,147602.1078395259,26991258.44097103,65893224.29067741,4.207884489049852,3.6999622531012446,2.665844489258686,-43464.6157,25832927454829.285,340509150327.23676
17.Dec,110.02182806798574,1086.2273047873837,110.31344146594266,-0.005654718,-0.00689853,0.012092898,-0.001243812,0.017747616573687165,-0.018991429,0.6340621950024675,0.9518643895159864,0.7456817326295373,-0.006132316,-0.005453811,0.012362112584393146,1.3556962679187263,1.3135202683879952,-0.073041052,5016181.173806995,496128541.27656406,142143838.4340735,0.13511850667741326,0.014671885,0.2139054341403161,147764.69127069495,27029752.163734935,65940172.32294449,4.136561211789905,3.693429952640693,2.6440910432530633,-44329.6349,25445048129119.086,269722335135.51068
18.Jan,109.12264124970201,1076.7594034449264,111.35881802234442,-0.007783767,-0.008538281,0.009000048,-0.000754514,0.016783815183862315,-0.01753833,0.5209229194113645,0.9325270502298066,0.7243615962162628,-0.005654718,-0.00689853,0.012092898,1.4345466908671325,1.3591370819953361,-0.065151801,5048050.509234608,498070440.49806446,142510612.73781338,0.16790218764372508,0.036065664,0.21443679822203177,147921.57562062624,26982046.049310405,66078286.382296525,4.0582734259022555,3.6944179836469755,2.595861210550411,-45233.85313,24524404392106.336,133033561408.89194
18.Feb,108.19852387575561,1069.6109101333675,111.9085201704357,-0.008018823,-0.006424724,0.004473763,0.001594098,0.012492585273744652,-0.010898487,0.38608319101802224,0.8948957514156064,0.645036049,-0.007783767,-0.008538281,0.009000048,1.506075670794684,1.404118101782083,-0.057556921,5077755.544842421,499741678.5824729,142837316.97904485,0.19684543488409398,0.11173309454370554,0.1984819219489149,148106.14426694563,26918147.26484901,66214640.44424446,3.999066215826303,3.6954746720432206,2.5485795248015113,-46324.15394,23505962997031.67,5456888212.668304
18.Mar,107.38901152293117,1062.4766388489634,112.03600284460475,-0.006976944,-0.006459334,0.000584864,0.000517611,0.007561809,-0.007044198,0.2503917658308329,0.8374559630548258,0.5545144420256836,-0.008018823,-0.006424724,0.004473763,1.5795694826056401,1.4471774765366925,-0.052854821,5104621.5595441805,501119184.5009663,143118157.03678185,0.20103199435390315,0.086455789,0.1391680756446423,148300.07172062472,26841592.040888287,66345319.88667027,3.9358077402831566,3.6965614514385443,2.5035696218834564,-46701.12005,22430056951553.523,-1.10092E+11
18.Apr,106.67661405970125,1055.8012955275308,112.16739526401877,-0.006111157,-0.006083697,0.000696008,2.7459826633920076e-05,0.006807165,-0.006779706,0.12021244665549231,0.7765099853962427,0.4595261917172603,-0.006976944,-0.006459334,0.000584864,1.6670268287573313,1.4846155895197404,-0.049027287,5136328.135989439,502752424.29258144,143404618.87764165,0.22783393804611432,0.095331541,0.098610572,148492.46427731717,26851613.578096986,66515071.78825339,3.8808008800858302,3.701971709,2.448954620600704,-47307.73595,21493944302076.586,-1.10093E+11
18.May,106.47685792100329,1051.2741476724157,112.42967872357082,-0.001459846,-0.004130588,0.001959974,-0.002670742,0.00341982,-0.006090562,0.029328822,0.7313083078862567,0.37958748069986836,-0.006111157,-0.006083697,0.000696008,1.7477276354311333,1.5217714235188915,-0.045741687,5165131.050710487,504134967.3762576,143644988.96808624,0.25943766922772094,0.088534772,0.082150501,148704.84365002086,26865660.55424191,66677896.34603059,3.8088706795056613,3.707780790192017,2.3973334808282054,-47216.40819,20589241088485.047,-83991616726
18.Jun,106.66782665854501,1050.0864901726393,112.62597442846054,0.002023281,-0.00108691,0.001414532,-0.003110191,-0.000608749,-0.002501442,-0.023996453,0.6821911259450097,0.3078590108669944,-0.001459846,-0.004130588,0.001959974,1.8345265323746212,1.5532585314125607,-0.044542397,5190456.582438117,505250407.13027835,143836665.38044378,0.25922989721433526,0.048638636,0.041871922,148925.50977595354,26882909.016145084,66829601.55764916,3.769867379,3.7137745392430097,2.3499554506081104,-47394.86095,19739947463598.11,-35179488602
18.Jul,107.05303572257621,1054.1990037176615,112.90574252000746,0.003740147,0.003692677,0.002222393,-4.75E-05,-0.001517754,0.001470284,-0.05969702,0.6503306316581468,0.2497068558408497,0.002023281,-0.00108691,0.001414532,1.9239097436525217,1.579699172574486,-0.044126764,5218971.789,506894116.6949887,143866729.9401523,0.2361970054858581,0.006613954,0.027365043877366078,149133.04399601434,26901997.461373586,66964582.4,3.7156683864238005,3.776096677211612,2.3164755598917814,-48083.62261,19593932477291.926,-1.36452E+11
18.Aug,107.68020980852701,1059.7437957966517,113.06608544379948,0.005866065,0.004984109,0.001203438,-0.000881956,-0.004662627,0.003780671,-0.079067267,0.6167294315759135,0.19812858040539788,0.003740147,0.003692677,0.002222393,2.0039373414930566,1.6021047744429846,-0.043098891,5244056.795337796,508346937.8023784,143836624.39568537,0.2149394927656529,0.10270832265756877,0.068487902,149350.10347418865,26922572.238238033,67082127.88868962,3.669419241874001,3.843904701067006,2.289848391450332,-48714.12942,1.96022E+13,-2.39717E+11
18.Sep,108.46134919162692,1066.5047947938433,113.26562659989833,0.007205577,0.006080147,0.001609684,-0.00112543,-0.005595893,0.004470463,-0.079639727,0.5948629175948444,0.1532588598280596,0.005866065,0.004984109,0.001203438,2.0783440593047464,1.6244066728913433,-0.042520839,5265302.072613822,509584374.66495776,143753268.9237946,0.19890554653449866,0.19686500433875798,0.066443837,149553.59390031986,26943867.47026889,67180455.19061083,3.618712434522961,3.9146157815048506,2.270187488109517,-49421.91167,19749144688043.78,-3.41677E+11
18.Oct,109.43061716066802,1075.5398500475003,113.51334778239033,0.008831784,0.008112338,0.00208903,-0.000719446,-0.006742754,0.006023308,-0.061982105,0.5723649538075539,0.12100345482949186,0.007205577,0.006080147,0.001609684,2.1726597835561243,1.639346181308126,-0.042724967,5286326.193983831,510537893.60133046,143631785.43137905,0.18985882853042488,0.1760420677216655,0.091610864,149752.70746682837,26959382.05,67295802.10662158,3.5885149348713368,3.9381472804537654,2.2617280504594985,-50332.55835,19006272622874.027,-5.31358E+11
18.Nov,110.63884381798499,1085.0396042743669,113.79325141316141,0.010879223859158047,0.008534327,0.002419939,-0.002344897,-0.008459285,0.006114388,-0.02772508,0.5551043336200687,0.10213833583354567,0.008831784,0.008112338,0.00208903,2.2593641418756816,1.6479113534439869,-0.044856933,5303542.121397324,511248010.83602595,143474018.72526368,0.11481401747084574,0.077589163,0.042512862,149936.9384526812,26973682.61958668,67394340.26783262,3.567681737138735,3.9551812110941755,2.2602637150606966,-50814.7536,18261911885535.03,-7.23564E+11
18.Dec,111.8977454950307,1094.1571949503157,113.92747825246055,0.011285784741972324,0.008199561,0.001174165,-0.003086224,-0.010111619,0.007025396,0.016166635606591838,0.5437662868689692,0.099149199,0.010879223859158047,0.008534327,0.002419939,2.344717140107012,1.685282667762942,-0.047169995,5316814.196427547,511717763.0221711,143288330.12800193,0.035797267,0.012964873364263475,-0.011950726,150118.1081863683,26986461.549137354,67474794.40488759,3.568901407065231,3.9658563123377193,2.265138901749954,-51959.59673,17538542165363.887,-9.12275E+11
19.Jan,112.92995363952092,1103.108311,113.53292472325596,0.009279689,0.008052606,-0.003551548,-0.001227083,-0.012831237,0.011604154254743908,0.035075555,0.5443672466305955,0.089002489,0.011285784741972324,0.008199561,0.001174165,2.4361933243119984,1.7188583706171134,-0.04935665,5332434.958061922,511667389.0990366,143231379.9866263,0.020339273553334203,-0.024818933,-0.017609433,150304.38770109563,26931187.63925884,67551293.49609043,3.5929320677871206,3.9791592140867773,2.2755734027177876,-52273.51763,16510549152248.938,-9.88528E+11
19.Feb,113.9003903603765,1111.789565572715,113.22493880927415,0.008697578,0.007811079,-0.002708831,-0.000886499,-0.011406409,0.010519910664345287,0.070839676,0.5368556412375648,0.10361971770281994,0.009279689,0.008052606,-0.003551548,2.5174360903671267,1.751310752067354,-0.050593941,5344857.594791003,511373262.8952445,143177927.95978945,0.041697901,0.008564209,-0.032173986,150465.45763331736,26867324.39119041,67610604.07329027,3.6007717004032074,3.987758049238326,2.2906982515073038,-52293.44092,15504785965878.016,-1.04101E+12
19.Mar,114.83741069833522,1120.9976079818334,112.9730055424123,0.008360369,0.008273578,-0.002163279,-8.68E-05,-0.010523648,0.010436857505846723,0.10809656958255033,0.535303128,0.11475063307275556,0.008697578,0.007811079,-0.002708831,2.5883314971057287,1.780778573,-0.050019684,5354029.240003445,510868583.42497426,143129227.79684258,0.090732729,-0.02969689,-0.044316865,150628.3068433174,26797646.63619311,67652665.67057143,3.6138042187455897,3.9918652593975703,2.309590667872649,-52245.58866,14549202519167.846,-1.07053E+12
19.Apr,115.69468868154802,1130.9064179105849,112.75277067096425,0.007617665,0.008878404,-0.001848037,0.001260739,-0.009465703,0.010726441125880596,0.14054957102145177,0.5441428533789855,0.1429109464237268,0.008360369,0.008273578,-0.002163279,2.6480874182572984,1.805376254,-0.052612262,5369305.828,511054111.3989818,143157300.56628513,0.14456709236831958,0.003105028,-0.01491595,150803.6119270179,26828237.25760975,67697007.13800731,3.618119358691366,4.000464790758963,2.3139651225652806,-52289.72396,13392108341553.656,-1.06021E+12
19.May,116.57956820599308,1145.6298543091434,112.2865285455321,0.007803851,0.012992597902390069,-0.004044757,0.005188747,-0.011848608,0.017037355,0.18439291068744046,0.529129115,0.1224709243565392,0.007617665,0.008878404,-0.001848037,2.691125124745992,1.8258528800023606,-0.053037215,5382460.1182816895,511190210.23361915,143198984.29179487,0.1634080065016166,0.018560604,-0.018007647,150958.7081445378,26868604.699156433,67727404.24455939,3.611459403881823,4.006189425261447,2.3184821781116907,-52419.96401,12300167331454.277,-1.02841E+12
19.Jun,117.28849973181384,1159.0136514385717,111.5603914462772,0.006229132,0.011816456585038389,-0.006409156,0.005587325,-0.012638288,0.018225612907108897,0.22999686844711065,0.5251650515512216,0.11198156547263242,0.007803851,0.012992597902390069,-0.004044757,2.7195253068434373,1.8433062567388152,-0.054988556,5393309.710541673,511277739.8777842,143251667.3659998,0.15675958902653542,-0.006284196,-0.033249946,151116.5034959696,26916560.255573753,67744339.51311947,3.605121662,4.009154914,2.3229920627601093,-52191.27113,11299622402421.207,-9.78233E+11
19.Jul,117.82529811309813,1171.516959,110.82561821955947,0.004688239,0.011019454039478594,-0.006475566,0.006331215,-0.011163805,0.017495020252301152,0.2827291805294259,0.5223307197758238,0.078196586,0.006229132,0.011816456585038389,-0.006409156,2.737499711525835,1.839615108,-0.058125106,5412134.666259408,511462672.3611992,143330641.86180422,0.16580622562816633,-0.052023991,-0.048970516,151262.80420737914,26986225.348682128,67769451.06942998,3.6122640452631383,3.9835482056141185,2.327360197060883,-51846.08941,10273026394218.807,-9.3385E+11
19.Aug,118.48906771286103,1187.2608276185385,109.83097757192672,0.005729956,0.013669801889964556,-0.008895631,0.007939846,-0.014625588,0.022565433276612465,0.36119132381008395,0.4834666475706678,0.022696149,0.004688239,0.011019454039478594,-0.006475566,2.7084516843942175,1.8144046210810567,-0.057954248,5429591.870417587,511619149.42543674,143417084.4021741,0.15160101180078914,-0.029869086,-0.012649914,151415.22072142633,27060786.072019204,67785167.93802653,3.6083242684489663,3.9529947222981456,2.3314697120197523,-51464.32318,9360185295010.082,-8.79991E+11
